Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details,
WING NUT 6X1 UNI5448+ZNB.,0032000020-LOM,code128,,Default Category,nos1,nos1,nos1,11.80908,18,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
WING NUT M6,0032000270-LOM,code128,,Default Category,nos1,nos1,nos1,237.28914,369,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
FLANGE NUT M6,0032031010-LOM,code128,,Default Category,nos1,nos1,nos1,8.15048,13,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
NUT M6-Cl.8 (type 1-ISO 4032),0032400080-LOM,code128,,Default Category,nos1,nos1,nos1,2.52196,4,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
HEX NUT M6 1.0P UNI558865,0032400090-LOM,code128,,Default Category,nos1,nos1,nos1,13.9645,22,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
HEX NUT M8 1.25P STEEL 8G UNI5.,0032400180-LOM,code128,,Default Category,nos1,nos1,nos1,7.84381,13,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
DADO ESAG./HEX.NUT   'S  C10,0032400630-LOM,code128,,Default Category,nos1,nos1,nos1,7.35658,11,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
NUT 4.,0032401640-LOM,code128,,Default Category,nos1,nos1,nos1,10.89168,16,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
FLG NUT M8 COPPER PLATED SELF,0032401650-LOM,code128,,Default Category,nos1,nos1,nos1,10.49696,16,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
"NUT M8X1,25 5588 cl.8",0032401720-LOM,code128,,Default Category,nos1,nos1,nos1,12.67077,21,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
HEX NUT M6 SELF LOCKING.,00325A2510-LOM,code128,,Default Category,nos1,nos1,nos1,4.95848,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
LOWER CUP.,0034301140-LOM,code128,,Default Category,nos1,nos1,nos1,7.61098,13,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
DISTANZIALE/SPACER,0035120220-LOM,code128,,Default Category,nos1,nos1,nos1,47.48338,71,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
SPACER,0035210360-LOM,code128,,Default Category,nos1,nos1,nos1,15.234,24,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
SPACER L=12.3 2.,0035251240-LOM,code128,,Default Category,nos1,nos1,nos1,29.1985,46,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
CLAMP  - 20,0036170890-LOM,code128,,Default Category,nos1,nos1,nos1,22.425,69,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
STRINGITUBO D.48-51 h.18 1,0036171060-LOM,code128,,Default Category,nos1,nos1,nos1,123.088,196,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
FASCETTA/CLAMP        F,0036171970-LOM,code128,,Default Category,nos1,nos1,nos1,45.216,72,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
"SPRING CLAMP D.10,4-11",0036301130-LOM,code128,,Default Category,nos1,nos1,nos1,8.1048,12,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
CLAMP CLIC 100,0036301590-LOM,code128,,Default Category,nos1,nos1,nos1,27.1048,40,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
CLAMP,0036301630-LOM,code128,,Default Category,nos1,nos1,nos1,4.72128,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
CLAMP FOR RUB.HOSE 52.5 1,0036301750-LOM,code128,,Default Category,nos1,nos1,nos1,81.0957,115,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
"CLIP FOR PIPE D.10,3",0036302310-LOM,code128,,Default Category,nos1,nos1,nos1,11.12374,19,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
AIR CLEANER 4 DONALDSO 1,0037003690-LOM,code128,,Default Category,nos1,nos1,nos1,2235.5895,3522,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
42N AIR FILTER ENGINE TECH,0037004388-LOM,code128,,Default Category,nos1,nos1,nos1,966.72425,1523,5,18.00%,Exclusive,no_image.png,,,,,,,,,84213100,,,,,0,,,
AIR FILTER 15LD400 MARINE,0037004508-LOM,code128,,Default Category,nos1,nos1,nos1,1223.63436,2028,5,18.00%,Exclusive,no_image.png,,,,,,,,,84213100,,,,,0,,,
AIR FILTER ASSEMBLY,0037004580-LOM,code128,,Default Category,nos1,nos1,nos1,4364.35902,6189,5,18.00%,Exclusive,no_image.png,,,,,,,,,84213100,,,,,0,,,
FUEL FILTER,0037300880-LOM,code128,,Default Category,nos1,nos1,nos1,135.08,200,5,18.00%,Exclusive,no_image.png,,,,,,,,,84212300,,,,,0,,,
FUEL FILTER MICO 15 LD 400,0037301778-LOM,code128,,Default Category,nos1,nos1,nos1,870.8973,1235,5,18.00%,Exclusive,no_image.png,,,,,,,,,84212300,,,,,0,,,
Oil Strainer,0037401090-LOM,code128,,Default Category,nos1,nos1,nos1,88.40446,151,5,18.00%,Exclusive,no_image.png,,,,,,,,,84212300,,,,,0,,,
CABLE CLIP,00375R0820-LOM,code128,,Default Category,nos1,nos1,nos1,6.36757,11,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
CLAMP-STEERING COLUMN,0039587,code128,,Default Category,nos1,nos1,nos1,25.37688,43,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
OIL STRAINER,00395R0150-LOM,code128,,Default Category,nos1,nos1,nos1,92.944,148,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
GASKET    F   10,0044000580-LOM,code128,,Default Category,nos1,nos1,nos1,39.04803,63,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
GASKET ROCKER ARM,0044001030-LOM,code128,,Default Category,nos1,nos1,nos1,220.34592,324,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
GASKET    F   10,0044311570-LOM,code128,,Default Category,nos1,nos1,nos1,34.10778,51,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
GUARNIZIONE/GASKET   'F   10,0044800030-LOM,code128,,Default Category,nos1,nos1,nos1,3.377,5,5,28.00%,Exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,,
GASKET for AIR INLET FLANGE,0044900930-LOM,code128,,Default Category,nos1,nos1,nos1,27.63348,42,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
GASKET,0044900960-LOM,code128,,Default Category,nos1,nos1,nos1,113.57336,167,5,28.00%,Exclusive,no_image.png,,,,,,,,,84089090,,,,,0,,,
AIR FILTER GASKET,0044900980-LOM,code128,,Default Category,nos1,nos1,nos1,43.47618,57,5,18.00%,Exclusive,no_image.png,,,,,,,,,84213100,,,,,0,,,
GASKET EXHAUST MANIFOLD,0045011010-LOM,code128,,Default Category,nos1,nos1,nos1,5.6002,10,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
VALVE STEM SEAL,0045350150-LOM,code128,,Default Category,nos1,nos1,nos1,70.964,113,5,18.00%,Exclusive,no_image.png,,,,,,,,,84818010,,,,,0,,,
"INJECTION PUMP GASKET 0,3MM",0045801620-LOM,code128,,Default Category,nos1,nos1,nos1,9.95282,17,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
COPPER WASHER D14/10.2 1.5 THK,0046700590-LOM,code128,,Default Category,nos1,nos1,nos1,4.81621,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
COPPER WASHER D19/14.2 1.5 THK,0046700610-LOM,code128,,Default Category,nos1,nos1,nos1,17.38828,26,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
COPPER WASHER D10/6.2 1.5 THK,0046700620-LOM,code128,,Default Category,nos1,nos1,nos1,3.15245,5,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
WASHER,0046700880-LOM,code128,,Default Category,nos1,nos1,nos1,7.52352,12,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
COPPER WASHER D16/7.5 1.0 THK,0046700990-LOM,code128,,Default Category,nos1,nos1,nos1,5.35024,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
COPPER WASHER D16/7.5 0.5 THK,0046701010-LOM,code128,,Default Category,nos1,nos1,nos1,3.14,5,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
COPPER WASHER D16/7.5 1.5 THK,0046701020-LOM,code128,,Default Category,nos1,nos1,nos1,5.67441,9,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
"HEAD GASKET 15LD440 SP.1,0",0047307540-LOM,code128,,Default Category,nos1,nos1,nos1,132.6156,195,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
"HEAD GASKET 15LD440 SP.1,1",0047307550-LOM,code128,,Default Category,nos1,nos1,nos1,132.6156,195,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
"HEAD GASKET 15LD440 SP.1,2",0047307560-LOM,code128,,Default Category,nos1,nos1,nos1,132.6156,195,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
RUBBER GASKET BET HEAD & CR.CA,0047755880-LOM,code128,,Default Category,nos1,nos1,nos1,8.52878,13,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
VALVE GUIDE INTAKE  F,0048452180-LOM,code128,,Default Category,nos1,nos1,nos1,43.2256,64,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
VALVE GUIDE,0048452820-LOM,code128,,Default Category,nos1,nos1,nos1,108.064,160,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
REGULATOR GEAR SUB-ASSY.,0048964350-LOM,code128,,Default Category,nos1,nos1,nos1,645.17692,1102,5,28.00%,Exclusive,no_image.png,,,,,,,,,84082020,,,,,0,,,
GEAR-3,0049362560-LOM,code128,,Default Category,nos1,nos1,nos1,410.40746,701,5,28.00%,Exclusive,no_image.png,,,,,,,,,87084000,,,,,0,,,
GEAR.,0049362640-LOM,code128,,Default Category,nos1,nos1,nos1,46.02577,73,5,18.00%,Exclusive,no_image.png,,,,,,,,,84839000,,,,,0,,,
GASKET OIL PAN,0050040,code128,,Default Category,nos1,nos1,nos1,33.912,54,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
DI-GASKET C/CASE REAR OIL SEAL,0050058,code128,,Default Category,nos1,nos1,nos1,17.584,28,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
INJECTOR ASSY.,0050100660-LOM,code128,,Default Category,nos1,nos1,nos1,5154.624,8208,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
DI-GASKET EXHAUST MANIFOLD,0050184,code128,,Default Category,nos1,nos1,nos1,5.024,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
GASKET WATER PUMP,0050303,code128,,Default Category,nos1,nos1,nos1,9.42,15,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
DI-GASKET THERMOSTAT HSG.,0050312,code128,,Default Category,nos1,nos1,nos1,4.48016,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
GASKET-WATER OUTLET FITTING,0050314,code128,,Default Category,nos1,nos1,nos1,8.7819,15,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
DI-GASKET OIL FILTER BASE,0050389,code128,,Default Category,nos1,nos1,nos1,3.14,5,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
OIL PR.SWITCH NC 0.6BAR 1/8inch,0050412760-LOM,code128,,Default Category,nos1,nos1,nos1,128.74,205,5,18.00%,Exclusive,no_image.png,,,,,,,,,84314930,,,,,0,,,
LAMIERA/PANEL         N,0050663340-LOM,code128,,Default Category,nos1,nos1,nos1,22.21625,35,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099111,,,,,0,,,
METAL GRID FLYWHEEL GUARD.,0050961000-LOM,code128,,Default Category,nos1,nos1,nos1,147.53592,252,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181500,,,,,0,,,
DI - VALVE SEAL STEM DI08,0051345,code128,,Default Category,nos1,nos1,nos1,25.748,41,5,18.00%,Exclusive,no_image.png,,,,,,,,,84842000,,,,,0,,,
SHEET METAL ROCKER ARM COVER,0051400260-LOM,code128,,Default Category,nos1,nos1,nos1,5.20983,9,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
"CIRCLIP, PISTON PIN",0051463,code128,,Default Category,nos1,nos1,nos1,4.68368,8,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
DI-PISTON PIN,0051666,code128,,Default Category,nos1,nos1,nos1,202.216,322,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099941,,,,,0,,,
DI 3200 - FAN COOLING,0051697,code128,,Default Category,nos1,nos1,nos1,93.6736,160,5,18.00%,Exclusive,no_image.png,,,,,,,,,84314930,,,,,0,,,
BELT-ALTERNATOR (10x1007),0051819,code128,,Default Category,nos1,nos1,nos1,129.97212,222,5,18.00%,Exclusive,no_image.png,,,,,,,,,40101110,,,,,0,,,
CRANKSHAFT-MACHINED-MDI 3200,0051967,code128,,Default Category,nos1,nos1,nos1,10525.39988,17978,5,18.00%,Exclusive,no_image.png,,,,,,,,,84831092,,,,,0,,,
DI-CONNECTING ROD BRG.-HALF,0051979,code128,,Default Category,nos1,nos1,nos1,38.78924,58,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
LEVA/LEVER            N,0052009770-LOM,code128,,Default Category,nos1,nos1,nos1,180.90714,309,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
STANDARD GOVERNOR LEVER.,0052009790-LOM,code128,,Default Category,nos1,nos1,nos1,8.46216,12,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
INT. ACCL. LEVER COMPL.,0052009810-LOM,code128,,Default Category,nos1,nos1,nos1,49.17864,84,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
ACC.LEVER STD ASSY 15LD225-400,0052009820-LOM,code128,,Default Category,nos1,nos1,nos1,446.12052,762,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
EXT. STOP LEVER COMPL 15LD400,0052009840-LOM,code128,,Default Category,nos1,nos1,nos1,111.82286,191,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
INTERNAL STOP LEVER.,0052011290-LOM,code128,,Default Category,nos1,nos1,nos1,5.8546,10,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
LEVER            N,0052011320-LOM,code128,,Default Category,nos1,nos1,nos1,100.69912,172,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
LEVER N.,0052011330-LOM,code128,,Default Category,nos1,nos1,nos1,362.14512,552,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
RUBBER INT.MNFLD 4 15LD 1,0054012830-LOM,code128,,Default Category,nos1,nos1,nos1,533.8628,785,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169330,,,,,0,,,
SILENCER ASSY.,0054604640-LOM,code128,,Default Category,nos1,nos1,nos1,2107.07054,3599,5,28.00%,Exclusive,no_image.png,,,,,,,,,87081090,,,,,0,,,
ASSY CATCON FOR 15LD400/440 GE,0054606568-LOM,code128,,Default Category,nos1,nos1,nos1,4664.156,7427,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
DECOMPRESSION LEVER SPRING,00547R0210-LOM,code128,,Default Category,nos1,nos1,nos1,34.61667,57,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
REGULATING MASSES LEVER,0054963750-LOM,code128,,Default Category,nos1,nos1,nos1,36.66936,52,5,28.00%,Exclusive,no_image.png,,,,,,,,,87083900,,,,,0,,,
BRACKET AIR CLEANER,005550042R92,code128,,Default Category,nos1,nos1,nos1,52.33067,83,5,18.00%,Exclusive,no_image.png,,,,,,,,,83023090,,,,,0,,,
ADAPTER TEE 3/8 UNF THREAD,005550174R1,code128,,Default Category,nos1,nos1,nos1,94.84452,162,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
ADAPTER TEE 3/8 UNF THREAD,005550174R1-PB,code128,,Default Category,nos1,nos1,nos1,124.11752,212,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
PIN DOWEL (8.045X12.000mm),005550183R1,code128,,Default Category,nos1,nos1,nos1,4.81621,7,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182990,,,,,0,,,
PIPE CPT FEED PUMP TO FILTER,005550184R91,code128,,Default Category,nos1,nos1,nos1,98.94274,169,5,18.00%,Exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,,
PIPE CPT FEED PUMP TO FILTER,005550184R91-PB,code128,,Default Category,nos1,nos1,nos1,118.66835,205,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
PIPE CPT FILT.TO FUEL INJ PUMP,005550185R91,code128,,Default Category,nos1,nos1,nos1,81.9644,140,5,18.00%,Exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,,
PIPE CPT FILT.TO FUEL INJ PUMP,005550185R91-PB,code128,,Default Category,nos1,nos1,nos1,108.24869,187,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
STUD STARTER,005550224R1,code128,,Default Category,nos1,nos1,nos1,11.7092,20,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182300,,,,,0,,,
MANIFOLD EXH. (2 cyl),005550268R1,code128,,Default Category,nos1,nos1,nos1,253.89522,387,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
EXHAUST MANIFOLD,005550268R2,code128,,Default Category,nos1,nos1,nos1,268.156,427,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
STUB PIPE ASSY M/FOLD TO SILE.,005550269R92,code128,,Default Category,nos1,nos1,nos1,177.096,282,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089200,,,,,0,,,
STUD BOTHENDS (M10x1.5x100mm),005550271R1,code128,,Default Category,nos1,nos1,nos1,68.553,108,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181900,,,,,0,,,
GASKET EXHAUST PIPE FLANGE,005550272R1,code128,,Default Category,nos1,nos1,nos1,13.50447,21,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
GASKET EXHAUST PIPE FLANGE,005550272R1-PB,code128,,Default Category,nos1,nos1,nos1,18.36968,28,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
SEAL VALVE,005550349R91,code128,,Default Category,nos1,nos1,nos1,27.65201,43,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169330,,,,,0,,,
SEAL VALVE,005550349R91-PB,code128,,Default Category,nos1,nos1,nos1,26.98332,42,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169330,,,,,0,,,
DAPTOR L O PIPE (225DI),005550426R2,code128,,Default Category,nos1,nos1,nos1,34.4015,50,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
DAPTOR L O PIPE (225DI),005550426R2-PB,code128,,Default Category,nos1,nos1,nos1,40.82,65,5,18.00%,Exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,,
FORK CLUTCH RELEASE-CAST,005550473R1,code128,,Default Category,nos1,nos1,nos1,268.3317,390,5,28.00%,Exclusive,no_image.png,,,,,,,,,87081010,,,,,0,,,
BELT FAN - FENNER,005550479R1,code128,,Default Category,nos1,nos1,nos1,97.70026,142,5,28.00%,Exclusive,no_image.png,,,,,,,,,87081010,,,,,0,,,
CONTROL ROD ASSY,005550500R91,code128,,Default Category,nos1,nos1,nos1,39.3636,60,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
GASKET VALVE HOUSING COVER,005550502R1,code128,,Default Category,nos1,nos1,nos1,63.02086,98,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
GASKET VALVE HSG. COVER (MOLD),005550502R1-PB,code128,,Default Category,nos1,nos1,nos1,66.1892,98,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
PIPE FUEL FD PUMP TO FLTR,005550508R91,code128,,Default Category,nos1,nos1,nos1,113.57924,194,5,18.00%,Exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,,
PIPE FUEL FD PUMP TO FLTR,005550508R91-PB,code128,,Default Category,nos1,nos1,nos1,148.76959,257,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
PIPE CPTE FILTER TO INJECTION,005550509R91,code128,,Default Category,nos1,nos1,nos1,67.3279,115,5,18.00%,Exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,,
PIPE CPTE FILTER TO INJECTION,005550509R91-PB,code128,,Default Category,nos1,nos1,nos1,87.40937,151,5,28.00%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,,
CRANK SHAFT MAIN BEARING SET,005550542R91,code128,,Default Category,nos1,nos1,nos1,63.63782,97,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821011,,,,,0,,,
BEARING CPT CR'SFT RER STD-GLT,005550544R91,code128,,Default Category,nos1,nos1,nos1,349.51924,508,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821011,,,,,0,,,
BEARING CPT CR SFT F/C 0.010-G,005550547R91,code128,,Default Category,nos1,nos1,nos1,82.66356,126,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821011,,,,,0,,,
GASKET ENGINE,005550574R91,code128,,Default Category,nos1,nos1,nos1,631.49474,982,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,,
PACKAGE ENGINE GASKET,005550574R91-PB,code128,,Default Category,nos1,nos1,nos1,683.62575,1077,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841010,,,,,0,,,
GASKET PACKAGE ENGINE,005550575R91,code128,,Default Category,nos1,nos1,nos1,586.51764,894,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,,
PACKAGE ENGINE GASKET-3 CYL DI,005550575R91-PB,code128,,Default Category,nos1,nos1,nos1,538.268,848,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841010,,,,,0,,,
PACKAGE ENGINE GASKET - 225DI,005550576R91,code128,,Default Category,nos1,nos1,nos1,517.39856,752,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169310,,,,,0,,,
PACKAGE ENGINE GASKET - 225DI,005550576R92,code128,,Default Category,nos1,nos1,nos1,507.38223,789,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,,
PACKAGE ENGINE GASKET - 225DI,005550576R92-PB,code128,,Default Category,nos1,nos1,nos1,549.2442,807,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841010,,,,,0,,,
PACKAGE ENG GASKET TOP O/HAUL.,005550577R91,code128,,Default Category,nos1,nos1,nos1,621.84869,967,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169340,,,,,0,,,
PACKAGE ENG GASKET TOP O/HAUL.,005550577R91-PB,code128,,Default Category,nos1,nos1,nos1,659.64675,969,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841010,,,,,0,,,
PACKAGE ENG GASKET TOP O/HAUL.,005550578R91,code128,,Default Category,nos1,nos1,nos1,428.92769,667,5,18.00%,Exclusive,no_image.png,,,,,,,,,84849000,,,,,0,,,
PACKAGE ENG GASKET TOP O/HAUL.,005550578R91-PB,code128,,Default Category,nos1,nos1,nos1,537.94328,791,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841010,,,,,0,,,
PACKAGE ENG GASKET TOP O/HAUL.,005550579R91,code128,,Default Category,nos1,nos1,nos1,362.04841,563,5,18.00%,Exclusive,no_image.png,,,,,,,,,84841090,,,,,0,,,
PACKAGE ENG GASKET TOP O/HAUL.,005550579R91-PB,code128,,Default Category,nos1,nos1,nos1,408.45,600,5,18.00%,Exclusive,no_image.png,,,,,,,,,84849000,,,,,0,,,
SEAL EDGE,005550594R91,code128,,Default Category,nos1,nos1,nos1,95.1287,145,5,18.00%,Exclusive,no_image.png,,,,,,,,,40169330,,,,,0,,,
WASHER SPRING LOCK (M12X22X2.6mm),005550700R1,code128,,Default Category,nos1,nos1,nos1,1.20674,2,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182100,,,,,0,,,
BEARING CRANKSHAFT FRONT & CENTER TOP,005550746R1,code128,,Default Category,nos1,nos1,nos1,31.64938,46,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING CRANKSHAFT FRONT & CENTER BOTTOM,005550747R1,code128,,Default Category,nos1,nos1,nos1,31.64938,46,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING CRANKSHAFT REAR TOP,005550748R1,code128,,Default Category,nos1,nos1,nos1,151.3666,220,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING CRANKSHAFT REAR BOTTOM,005550749R1,code128,,Default Category,nos1,nos1,nos1,153.43069,223,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
BEARING CR'SFT RER BTM-STD-KOL,005550749R1-PB,code128,,Default Category,nos1,nos1,nos1,152.604,243,5,18.00%,Exclusive,no_image.png,,,,,,,,,84833000,,,,,0,,,
BEARING CONN ROD - STD -KOEL,005550750R1,code128,,Default Category,nos1,nos1,nos1,32.6304,45,5,18.00%,Exclusive,no_image.png,,,,,,,,,84821090,,,,,0,,,
NUT HEXAGON (M12 X 1.75 X 10 X 6.6mm),005550753R1,code128,,Default Category,nos1,nos1,nos1,7.84381,13,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181600,,,,,0,,,
WASHER SEAL CU G 14.6X20X3,005550766R2,code128,,Default Category,nos1,nos1,nos1,16.93008,27,5,18.00%,Exclusive,no_image.png,,,,,,,,,73181110,,,,,0,,,
WASHER COPPER (TEMPERATURE SENSOR),005550766R3,code128,,Default Category,nos1,nos1,nos1,14.44863,21,5,18.00%,Exclusive,no_image.png,,,,,,,,,73182200,,,,,0,,,
PISTON,005550772R2,code128,,Default Category,nos1,nos1,nos1,698.58292,1108,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,,
MANIFOLD EXHAUST  ASSY 3DI BP,005550785R92,code128,,Default Category,nos1,nos1,nos1,753.6,1200,5,28.00%,Exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,,
