Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
380KVA 125105GC 12V135AZLD,006013484H91,code128,,Default Category,nos1,nos1,nos1,482137.74,1241663,5,GST @#N/A,exclusive,no_image.png,,,,,,,,,84081010,,,,,0,,
12V6905GC_500kVA_12V135BZLD2,006013485H91,code128,,Default Category,nos1,nos1,nos1,709186.46,1826388,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089010,,,,,0,,
PIPE TURBO CHARGER SUPPLY DRAIN,006013503F1,code128,,Default Category,nos1,nos1,nos1,472.88,753,5,GST @18%,exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,
PIPE EGR COOLER TO EGR VALVE 79HP BHL,006013543H1,code128,,Default Category,nos1,nos1,nos1,2832.28,4510,5,GST @18%,exclusive,no_image.png,,,,,,,,,73041910,,,,,0,,
EGR SUPPORT BRACKET 79HP BHL,006013547H1,code128,,Default Category,nos1,nos1,nos1,261.88,417,5,GST @18%,exclusive,no_image.png,,,,,,,,,83023090,,,,,0,,
4NEF  BSIIIA  REGULUR CYL.HEAD,006013565C91,code128,,Default Category,nos1,nos1,nos1,13868.02,21848,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,
AGNI ENGINE MINOR REPAIR KIT,006013645B91,code128,,Default Category,nos1,nos1,nos1,920.39,1450,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,
ELBOW JOINT,006013711B1,code128,,Default Category,nos1,nos1,nos1,261.25,416,5,GST @18%,exclusive,no_image.png,,,,,,,,,73072200,,,,,0,,
ASSY FLYWHEEL 605 BSIIIA,006013809C91,code128,,Default Category,nos1,nos1,nos1,4948,7542,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
ENGINE HARNESS 25KVA S/F GAS GENSET,006013883H91,code128,,Default Category,nos1,nos1,nos1,3043.29,4846,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099990,,,,,0,,
PIPE FIP LUBRICATION,006013920H91,code128,,Default Category,nos1,nos1,nos1,599.11,954,5,GST @18%,exclusive,no_image.png,,,,,,,,,85030010,,,,,0,,
140KVA ENGINE MNEPL,006013944H91,code128,,Default Category,nos1,nos1,nos1,325166.3,837410,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089010,,,,,0,,
160KVA ENGINE MNEPL,006013945H91,code128,,Default Category,nos1,nos1,nos1,332861.63,857228,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089010,,,,,0,,
180KVA ENGINE MNEPL,006013946H91,code128,,Default Category,nos1,nos1,nos1,360083.4,927333,5,GST @28%,exclusive,no_image.png,,,,,,,,,84089010,,,,,0,,
RADIATOR TOP BRACKET APU (MEDHA),006013974H1,code128,,Default Category,nos1,nos1,nos1,160.77,256,5,GST @18%,exclusive,no_image.png,,,,,,,,,85013220,,,,,0,,
COOLER EXHAUST GAS RECIRCULATION,006014005D1,code128,,Default Category,nos1,nos1,nos1,4824.92,7683,5,GST @28%,exclusive,no_image.png,,,,,,,,,84099949,,,,,0,,
EGR COOLER FOR 4CYL TIER-IV>50HP,006014005D2,code128,,Default Category,nos1,nos1,nos1,3963.07,6394,5,GST @28%,exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
